surface	wikidata_id	document_id	entity_fine_type
Pind.	http://www.wikidata.org/entity/Q134929	Wecklein1894_0023, Wecklein1894_0025, Wecklein1894_0036, sophokle1v3soph_0079, sophokle1v3soph_0089, sophokle1v3soph_0110, sophokle1v3soph_0118, sophokle1v3soph_0200, cu31924087948174_0034, cu31924087948174_0035, cu31924087948174_0047, cu31924087948174_0054, cu31924087948174_0056, cu31924087948174_0062, cu31924087948174_0065, cu31924087948174_0067, cu31924087948174_0078, cu31924087948174_0082, cu31924087948174_0083, cu31924087948174_0088, cu31924087948174_0116, sophoclesplaysa05campgoog_0097, sophoclesplaysa05campgoog_0100, sophoclesplaysa05campgoog_0107, sophoclesplaysa05campgoog_0147, lestragdiesdeso00tourgoog_0093	pers.author
Pind. Ol. 10. 99	http://www.wikidata.org/entity/Q134929	cu31924087948174_0054	pers.author
Pindar	http://www.wikidata.org/entity/Q134929	Wecklein1894_0016, sophokle1v3soph_0108, cu31924087948174_0035, cu31924087948174_0071, sophoclesplaysa05campgoog_0050	pers.author
Pindare	http://www.wikidata.org/entity/Q134929	lestragdiesdeso00tourgoog_0075, lestragdiesdeso00tourgoog_0083, lestragdiesdeso00tourgoog_0099, lestragdiesdeso00tourgoog_0106, lestragdiesdeso00tourgoog_0137	pers.author
Pindarus	http://www.wikidata.org/entity/Q134929	lestragdiesdeso00tourgoog_0116	pers.author
Pirée	http://www.wikidata.org/entity/Q58976	lestragdiesdeso00tourgoog_0142	loc
Plat.	http://www.wikidata.org/entity/Q446098	sophoclesplaysa05campgoog_0108	pers.author
Plat.	http://www.wikidata.org/entity/Q859	Wecklein1894_0015, Wecklein1894_0019, Wecklein1894_0041, Wecklein1894_0054, sophokle1v3soph_0085, sophokle1v3soph_0122, cu31924087948174_0046, cu31924087948174_0059, cu31924087948174_0061, cu31924087948174_0064, cu31924087948174_0067, cu31924087948174_0086, sophoclesplaysa05campgoog_0050, sophoclesplaysa05campgoog_0099, sophoclesplaysa05campgoog_0100, sophoclesplaysa05campgoog_0103, sophoclesplaysa05campgoog_0105, sophoclesplaysa05campgoog_0107, sophoclesplaysa05campgoog_0168	pers.author
Plato	http://www.wikidata.org/entity/Q859	sophokle1v3soph_0066, cu31924087948174_0046, cu31924087948174_0082, cu31924087948174_0119, sophoclesplaysa05campgoog_0099, sophoclesplaysa05campgoog_0108	pers.author
Platon	http://www.wikidata.org/entity/Q859	lestragdiesdeso00tourgoog_0068, lestragdiesdeso00tourgoog_0069, lestragdiesdeso00tourgoog_0095, lestragdiesdeso00tourgoog_0137	pers.author
Plaut.	http://www.wikidata.org/entity/Q47160	Wecklein1894_0015, Wecklein1894_0080	pers.author
Plaute	http://www.wikidata.org/entity/Q47160	lestragdiesdeso00tourgoog_0126	pers.author
Plautus	http://www.wikidata.org/entity/Q47160	sophokle1v3soph_0055, sophokle1v3soph_0066, sophokle1v3soph_0078, sophokle1v3soph_0114	pers.author
Plin.	http://www.wikidata.org/entity/Q82778	sophoclesplaysa05campgoog_0147	pers.author
Plinius	http://www.wikidata.org/entity/Q82778	Wecklein1894_0053	pers.author
Plut.	http://www.wikidata.org/entity/Q1196456	sophoclesplaysa05campgoog_0103, sophoclesplaysa05campgoog_0105, lestragdiesdeso00tourgoog_0092	work.primlit
Plut.	http://www.wikidata.org/entity/Q41523	Wecklein1894_0061, cu31924087948174_0054	pers.author
Plutarch	http://www.wikidata.org/entity/Q41523	sophoclesplaysa05campgoog_0098	pers.author
Plutarch.	http://www.wikidata.org/entity/Q41523	lestragdiesdeso00tourgoog_0117, lestragdiesdeso00tourgoog_0134	pers.author
Plutarch.,	http://www.wikidata.org/entity/Q41523	lestragdiesdeso00tourgoog_0138	pers.author
Plutarque	http://www.wikidata.org/entity/Q41523	lestragdiesdeso00tourgoog_0070, lestragdiesdeso00tourgoog_0112, lestragdiesdeso00tourgoog_0137	pers.author
Plutus	http://www.wikidata.org/entity/Q1196456	lestragdiesdeso00tourgoog_0068	work.primlit
Polit.	http://www.wikidata.org/entity/Q669911	sophoclesplaysa05campgoog_0168	work.primlit
Polit.	http://www.wikidata.org/entity/Q7163	cu31924087948174_0086	work.primlit
Poll.	http://www.wikidata.org/entity/Q548104	Wecklein1894_0039	pers.author
Pollux	http://www.wikidata.org/entity/Q548104	lestragdiesdeso00tourgoog_0070	pers.author
Polyxena	http://www.wikidata.org/entity/Q750236	Wecklein1894_0049	pers.myth
Porphyrius	http://www.wikidata.org/entity/Q203445	sophoclesplaysa05campgoog_0099	pers.author
Porson	http://www.wikidata.org/entity/Q852657	sophokle1v3soph_0064, cu31924087948174_0010	pers.editor, pers.other
Priscian	http://www.wikidata.org/entity/Q356433	Wecklein1894_0053	pers.author
Proclus	http://www.wikidata.org/entity/Q271809	cu31924087948174_0034	pers.author
Prom.	http://www.wikidata.org/entity/Q846870	Wecklein1894_0021, Wecklein1894_0025, Wecklein1894_0030, Wecklein1894_0032, Wecklein1894_0048, sophokle1v3soph_0069, sophokle1v3soph_0073, cu31924087948174_0061, cu31924087948174_0065, cu31924087948174_0100, cu31924087948174_0145	work.primlit
Prométhée	http://www.wikidata.org/entity/Q846870	lestragdiesdeso00tourgoog_0057, lestragdiesdeso00tourgoog_0070, lestragdiesdeso00tourgoog_0077, lestragdiesdeso00tourgoog_0096, lestragdiesdeso00tourgoog_0107, lestragdiesdeso00tourgoog_0137, lestragdiesdeso00tourgoog_0154	work.primlit
Prot.	http://www.wikidata.org/entity/Q109562961	Wecklein1894_0041	work.primlit
Providence	http://www.wikidata.org/entity/Q866338	cu31924087948174_0081	pers.myth
Psytta- leia	http://www.wikidata.org/entity/Q2031588	cu31924087948174_0100	loc
Pyth.	http://www.wikidata.org/entity/Q3411444	Wecklein1894_0023, sophokle1v3soph_0089, cu31924087948174_0047, cu31924087948174_0054, cu31924087948174_0056, cu31924087948174_0067, cu31924087948174_0138, sophoclesplaysa05campgoog_0050	work.primlit
Pythiques	http://www.wikidata.org/entity/Q3411444	lestragdiesdeso00tourgoog_0066, lestragdiesdeso00tourgoog_0099	work.primlit
Pé- loponnèse	http://www.wikidata.org/entity/Q78967	lestragdiesdeso00tourgoog_0147	loc
Quintilian	http://www.wikidata.org/entity/Q193769	sophoclesplaysa05campgoog_0014	pers.author
R. Ellis	http://www.wikidata.org/entity/Q7344037	cu31924087948174_0014	pers.author
R. Enger	http://www.wikidata.org/entity/Q9310783	sophokle1v3soph_0078	pers.other
Racine	http://www.wikidata.org/entity/Q742	lestragdiesdeso00tourgoog_0097	pers.author
Reisig	http://www.wikidata.org/entity/Q90245	lestragdiesdeso00tourgoog_0152	pers.editor
Reiske	http://www.wikidata.org/entity/Q68112	sophokle1v3soph_0074, cu31924087948174_0058	pers.editor
Rep.	http://www.wikidata.org/entity/Q123397	cu31924087948174_0061, cu31924087948174_0067, cu31924087948174_0119, sophoclesplaysa05campgoog_0050, sophoclesplaysa05campgoog_0108	work.primlit
Rhes.	http://www.wikidata.org/entity/Q667750	cu31924087948174_0064, cu31924087948174_0084	work.primlit
Rhesus	http://www.wikidata.org/entity/Q1061782	cu31924087948174_0063	pers.myth
Rhet.	http://www.wikidata.org/entity/Q1896045	Wecklein1894_0062, sophoclesplaysa05campgoog_0014, sophoclesplaysa05campgoog_0101	work.primlit
Rheſ.	http://www.wikidata.org/entity/Q667750	Wecklein1894_0051	work.primlit
Rhianus	http://www.wikidata.org/entity/Q2319055	sophoclesplaysa05campgoog_0168, lestragdiesdeso00tourgoog_0101	pers.author
Rhin	http://www.wikidata.org/entity/Q21198444	lestragdiesdeso00tourgoog_0025	loc
Rhodes	http://www.wikidata.org/entity/Q43048	lestragdiesdeso00tourgoog_0067	loc
Rhoeteum	http://www.wikidata.org/entity/Q7321268	cu31924087948174_0078, cu31924087948174_0096	loc
Rhésus	http://www.wikidata.org/entity/Q667750	lestragdiesdeso00tourgoog_0067, lestragdiesdeso00tourgoog_0073, lestragdiesdeso00tourgoog_0093	work.primlit
Rhétorique	http://www.wikidata.org/entity/Q1896045	lestragdiesdeso00tourgoog_0106	work.primlit
Ri.	http://www.wikidata.org/entity/Q1215817	Wecklein1894_0029	work.primlit
Ritschl	http://www.wikidata.org/entity/Q64632	sophokle1v3soph_0063	pers.other
Rome	http://www.wikidata.org/entity/Q220	sophoclesplaysa05campgoog_0147	loc
Ruhnken	http://www.wikidata.org/entity/Q67222	sophoclesplaysa05campgoog_0288	pers.editor
S. c. T.	http://www.wikidata.org/entity/Q506546	cu31924087948174_0056	work.primlit
Sa- tires	http://www.wikidata.org/entity/Q1226154	lestragdiesdeso00tourgoog_0123	work.primlit
Saint Jean Chryso- stome	http://www.wikidata.org/entity/Q43706	lestragdiesdeso00tourgoog_0122	work.primlit
Salamine	http://www.wikidata.org/entity/Q202422	lestragdiesdeso00tourgoog_0070	loc
Salamis	http://www.wikidata.org/entity/Q202422	Wecklein1894_0030, Wecklein1894_0056, Wecklein1894_0057, sophokle1v3soph_0017, sophokle1v3soph_0057, sophokle1v3soph_0063, sophokle1v3soph_0091, cu31924087948174_0038, cu31924087948174_0061, cu31924087948174_0100, sophoclesplaysa05campgoog_0014	loc
Salamis	http://www.wikidata.org/entity/Q767089	cu31924087948174_0054	loc
Salamisinsel	http://www.wikidata.org/entity/Q202422	sophokle1v3soph_0057	loc
Sat.	http://www.wikidata.org/entity/Q1226154	sophokle1v3soph_0066	work.primlit
Satires	http://www.wikidata.org/entity/Q1226154	lestragdiesdeso00tourgoog_0150	work.primlit
Sc.	http://www.wikidata.org/entity/Q70043	cu31924087948174_0048	pers.other
Scbnei- dewin	http://www.wikidata.org/entity/Q70043	lestragdiesdeso00tourgoog_0137	pers.other
Schndw.	http://www.wikidata.org/entity/Q70043	cu31924087948174_0048, cu31924087948174_0075, cu31924087948174_0077	pers.other, pers.editor
Schndw.	http://www.wikidata.org/entity/Q96966	cu31924087948174_0074	pers.editor
Schnei- dewin	http://www.wikidata.org/entity/Q70043	lestragdiesdeso00tourgoog_0091, lestragdiesdeso00tourgoog_0114, lestragdiesdeso00tourgoog_0121, lestragdiesdeso00tourgoog_0146, lestragdiesdeso00tourgoog_0150	pers.other, pers.author
Schneidevîu	http://www.wikidata.org/entity/Q70043	lestragdiesdeso00tourgoog_0142	pers.author
Schneidewin	http://www.wikidata.org/entity/Q70043	cu31924087948174_0014, lestragdiesdeso00tourgoog_0024, lestragdiesdeso00tourgoog_0057, lestragdiesdeso00tourgoog_0059, lestragdiesdeso00tourgoog_0060, lestragdiesdeso00tourgoog_0061, lestragdiesdeso00tourgoog_0062, lestragdiesdeso00tourgoog_0063, lestragdiesdeso00tourgoog_0066, lestragdiesdeso00tourgoog_0067, lestragdiesdeso00tourgoog_0068, lestragdiesdeso00tourgoog_0070, lestragdiesdeso00tourgoog_0071, lestragdiesdeso00tourgoog_0073, lestragdiesdeso00tourgoog_0074, lestragdiesdeso00tourgoog_0075, lestragdiesdeso00tourgoog_0077, lestragdiesdeso00tourgoog_0078, lestragdiesdeso00tourgoog_0080, lestragdiesdeso00tourgoog_0082, lestragdiesdeso00tourgoog_0083, lestragdiesdeso00tourgoog_0084, lestragdiesdeso00tourgoog_0085, lestragdiesdeso00tourgoog_0087, lestragdiesdeso00tourgoog_0088, lestragdiesdeso00tourgoog_0089, lestragdiesdeso00tourgoog_0090, lestragdiesdeso00tourgoog_0091, lestragdiesdeso00tourgoog_0092, lestragdiesdeso00tourgoog_0093, lestragdiesdeso00tourgoog_0094, lestragdiesdeso00tourgoog_0096, lestragdiesdeso00tourgoog_0097, lestragdiesdeso00tourgoog_0098, lestragdiesdeso00tourgoog_0099, lestragdiesdeso00tourgoog_0101, lestragdiesdeso00tourgoog_0102, lestragdiesdeso00tourgoog_0105, lestragdiesdeso00tourgoog_0107, lestragdiesdeso00tourgoog_0108, lestragdiesdeso00tourgoog_0109, lestragdiesdeso00tourgoog_0110, lestragdiesdeso00tourgoog_0112, lestragdiesdeso00tourgoog_0113, lestragdiesdeso00tourgoog_0114, lestragdiesdeso00tourgoog_0120, lestragdiesdeso00tourgoog_0122, lestragdiesdeso00tourgoog_0124, lestragdiesdeso00tourgoog_0125, lestragdiesdeso00tourgoog_0126, lestragdiesdeso00tourgoog_0129, lestragdiesdeso00tourgoog_0131, lestragdiesdeso00tourgoog_0136, lestragdiesdeso00tourgoog_0137, lestragdiesdeso00tourgoog_0138, lestragdiesdeso00tourgoog_0139, lestragdiesdeso00tourgoog_0140, lestragdiesdeso00tourgoog_0142, lestragdiesdeso00tourgoog_0144, lestragdiesdeso00tourgoog_0145, lestragdiesdeso00tourgoog_0146, lestragdiesdeso00tourgoog_0147, lestragdiesdeso00tourgoog_0149, lestragdiesdeso00tourgoog_0151, lestragdiesdeso00tourgoog_0152, lestragdiesdeso00tourgoog_0153, lestragdiesdeso00tourgoog_0154, lestragdiesdeso00tourgoog_0156	pers.author, pers.editor, pers.other
Schneidewin	http://www.wikidata.org/entity/Q20634474	lestragdiesdeso00tourgoog_0131	pers.editor
Schweighäuser	http://www.wikidata.org/entity/Q3174599	sophoclesplaysa05campgoog_0288	pers.editor
Schäfer	http://www.wikidata.org/entity/Q103931	Wecklein1894_0049	pers.author
Schæfer	http://www.wikidata.org/entity/Q103575	lestragdiesdeso00tourgoog_0077	pers.author
Schæfer	http://www.wikidata.org/entity/Q103931	lestragdiesdeso00tourgoog_0092	pers.other
Sehneidewin	http://www.wikidata.org/entity/Q70043	lestragdiesdeso00tourgoog_0089	pers.other
Sept contre Thèbes	http://www.wikidata.org/entity/Q506546	lestragdiesdeso00tourgoog_0073	work.primlit
Sept.	http://www.wikidata.org/entity/Q506546	sophokle1v3soph_0064, sophokle1v3soph_0065, sophokle1v3soph_0078, sophokle1v3soph_0079, lestragdiesdeso00tourgoog_0073	work.primlit
Seyffert	http://www.wikidata.org/entity/Q17546877	sophoclesplaysa05campgoog_0105	pers.author
Shak.	http://www.wikidata.org/entity/Q692	cu31924087948174_0045, cu31924087948174_0060, cu31924087948174_0065, cu31924087948174_0073, cu31924087948174_0081, cu31924087948174_0082, cu31924087948174_0096, cu31924087948174_0118	pers.author
Shakespeare	http://www.wikidata.org/entity/Q692	sophokle1v3soph_0079, cu31924087948174_0128	pers.author
Sieb.	http://www.wikidata.org/entity/Q506546	Wecklein1894_0029, Wecklein1894_0032, Wecklein1894_0065	work.primlit
Sieb. g. Th.	http://www.wikidata.org/entity/Q506546	Wecklein1894_0046	work.primlit
Sieben	http://www.wikidata.org/entity/Q506546	sophokle1v3soph_0077, sophokle1v3soph_0083	work.primlit
Sikinos	http://www.wikidata.org/entity/Q747935	sophokle1v3soph_0200	loc
Simo- nide d'Amorgos	http://www.wikidata.org/entity/Q381049	lestragdiesdeso00tourgoog_0131	pers.author
Simonid.	http://www.wikidata.org/entity/Q20101832	Wecklein1894_0042	pers.author
Simonides Amorg.	http://www.wikidata.org/entity/Q381049	sophokle1v3soph_0120	pers.author
Simylus	http://www.wikidata.org/entity/Q11950657	sophoclesplaysa05campgoog_0098	pers.author
Sisyphus	http://www.wikidata.org/entity/Q102561	cu31924087948174_0039, cu31924087948174_0059	pers.myth
Skamandros	http://www.wikidata.org/entity/Q19309185	sophokle1v3soph_0078	loc
Skyros	http://www.wikidata.org/entity/Q208566	sophokle1v3soph_0200	loc
So- krates	http://www.wikidata.org/entity/Q913	sophokle1v3soph_0066	pers.other
So- phocle	http://www.wikidata.org/entity/Q11950683	lestragdiesdeso00tourgoog_0083, lestragdiesdeso00tourgoog_0101	pers.author
So- phocle	http://www.wikidata.org/entity/Q7235	lestragdiesdeso00tourgoog_0077	pers.author
So- phokles	http://www.wikidata.org/entity/Q11950683	sophokle1v3soph_0122	pers.author
Solon	http://www.wikidata.org/entity/Q133337	sophokle1v3soph_0200, sophoclesplaysa05campgoog_0014, sophoclesplaysa05campgoog_0050	pers.author, pers.other
Solon	http://www.wikidata.org/entity/Q87208306	lestragdiesdeso00tourgoog_0070	work.primlit
Soph.	http://www.wikidata.org/entity/Q471715	cu31924087948174_0046, cu31924087948174_0059, sophoclesplaysa05campgoog_0108	work.primlit
Soph.	http://www.wikidata.org/entity/Q11950683	Wecklein1894_0019, sophokle1v3soph_0049, sophokle1v3soph_0067, sophokle1v3soph_0074, cu31924087948174_0080	pers.author
Sopho- kles	http://www.wikidata.org/entity/Q11950683	sophokle1v3soph_0017	pers.author
Sophocl.	http://www.wikidata.org/entity/Q7235	lestragdiesdeso00tourgoog_0138	pers.author
Sophocle	http://www.wikidata.org/entity/Q11950683	lestragdiesdeso00tourgoog_0014, lestragdiesdeso00tourgoog_0018, lestragdiesdeso00tourgoog_0019, lestragdiesdeso00tourgoog_0021, lestragdiesdeso00tourgoog_0023, lestragdiesdeso00tourgoog_0084, lestragdiesdeso00tourgoog_0088, lestragdiesdeso00tourgoog_0097, lestragdiesdeso00tourgoog_0101, lestragdiesdeso00tourgoog_0102, lestragdiesdeso00tourgoog_0107, lestragdiesdeso00tourgoog_0113, lestragdiesdeso00tourgoog_0119	pers.author, pers.myth
Sophocle	http://www.wikidata.org/entity/Q7235	lestragdiesdeso00tourgoog_0025, lestragdiesdeso00tourgoog_0055, lestragdiesdeso00tourgoog_0057, lestragdiesdeso00tourgoog_0060, lestragdiesdeso00tourgoog_0061, lestragdiesdeso00tourgoog_0066, lestragdiesdeso00tourgoog_0068, lestragdiesdeso00tourgoog_0074, lestragdiesdeso00tourgoog_0075, lestragdiesdeso00tourgoog_0078, lestragdiesdeso00tourgoog_0133, lestragdiesdeso00tourgoog_0140	pers.author
Sophocles	http://www.wikidata.org/entity/Q11950683	Wecklein1894_0053, cu31924087948174_0010, cu31924087948174_0012, cu31924087948174_0016, cu31924087948174_0028, cu31924087948174_0035, cu31924087948174_0036, cu31924087948174_0037, cu31924087948174_0038, cu31924087948174_0053, cu31924087948174_0059, cu31924087948174_0075, cu31924087948174_0076, cu31924087948174_0085, cu31924087948174_0100, sophoclesplaysa05campgoog_0014, sophoclesplaysa05campgoog_0146	pers.author
Sophocles	http://www.wikidata.org/entity/Q7235	cu31924087948174_0014, cu31924087948174_0039, cu31924087948174_0040, cu31924087948174_0046, sophoclesplaysa05campgoog_0168	pers.author
Sophokles	http://www.wikidata.org/entity/Q11950683	Wecklein1894_0007, Wecklein1894_0008, Wecklein1894_0015, Wecklein1894_0016, Wecklein1894_0038, sophokle1v3soph_0009, sophokle1v3soph_0010, sophokle1v3soph_0017, sophokle1v3soph_0062, sophokle1v3soph_0063, sophokle1v3soph_0091, sophokle1v3soph_0110, sophokle1v3soph_0118, sophokle1v3soph_0120, sophokle1v3soph_0121, sophokle1v3soph_0200	pers.author
Sophokles	http://www.wikidata.org/entity/Q7235	sophokle1v3soph_0079, sophokle1v3soph_0080	pers.author
Sopho— kles	http://www.wikidata.org/entity/Q11950683	Wecklein1894_0087	pers.author
Staat	http://www.wikidata.org/entity/Q123397	Wecklein1894_0015, Wecklein1894_0054	work.primlit
Stephanus	http://www.wikidata.org/entity/Q664748	cu31924087948174_0014	pers.editor
Sthenelus	http://www.wikidata.org/entity/Q1062299	cu31924087948174_0079	pers.myth
Stob.	http://www.wikidata.org/entity/Q444079	sophoclesplaysa05campgoog_0099, sophoclesplaysa05campgoog_0101	pers.author
Stobaeus	http://www.wikidata.org/entity/Q444079	cu31924087948174_0041, cu31924087948174_0070, sophoclesplaysa05campgoog_0098, sophoclesplaysa05campgoog_0168, sophoclesplaysa05campgoog_0288	pers.other, pers.author
Stobäus	http://www.wikidata.org/entity/Q444079	sophokle1v3soph_0074	pers.author
Stobée	http://www.wikidata.org/entity/Q444079	lestragdiesdeso00tourgoog_0019, lestragdiesdeso00tourgoog_0066	pers.other
Strab.	http://www.wikidata.org/entity/Q45936	lestragdiesdeso00tourgoog_0134	pers.author
Strabo	http://www.wikidata.org/entity/Q45936	cu31924087948174_0054, sophoclesplaysa05campgoog_0098	pers.author
Strabon	http://www.wikidata.org/entity/Q45936	Wecklein1894_0027, lestragdiesdeso00tourgoog_0136, lestragdiesdeso00tourgoog_0142	pers.author
Stras-	http://www.wikidata.org/entity/Q6602	cu31924087948174_0014	loc
Suidas	http://www.wikidata.org/entity/Q1534037	lestragdiesdeso00tourgoog_0057, lestragdiesdeso00tourgoog_0064, lestragdiesdeso00tourgoog_0078, lestragdiesdeso00tourgoog_0123, lestragdiesdeso00tourgoog_0153	work.primlit, pers.author, pers.other
Sull.	http://www.wikidata.org/entity/Q12902611	lestragdiesdeso00tourgoog_0138	work.primlit
Sun	http://www.wikidata.org/entity/Q134270	cu31924087948174_0035	pers.myth
Sunion	http://www.wikidata.org/entity/Q1136637	Wecklein1894_0096	loc
Suppl.	http://www.wikidata.org/entity/Q1216139	sophokle1v3soph_0054, sophoclesplaysa05campgoog_0100, sophoclesplaysa05campgoog_0108	work.primlit
Suppl.	http://www.wikidata.org/entity/Q672319	cu31924087948174_0082, sophoclesplaysa05campgoog_0104, sophoclesplaysa05campgoog_0107, lestragdiesdeso00tourgoog_0080, lestragdiesdeso00tourgoog_0094	work.primlit
Supplian- tes	http://www.wikidata.org/entity/Q672319	lestragdiesdeso00tourgoog_0068	work.primlit
Suppliantes	http://www.wikidata.org/entity/Q672319	lestragdiesdeso00tourgoog_0060, lestragdiesdeso00tourgoog_0090, lestragdiesdeso00tourgoog_0144	work.primlit
Sympos.	http://www.wikidata.org/entity/Q1167925	lestragdiesdeso00tourgoog_0117	work.primlit
T. Liv.	http://www.wikidata.org/entity/Q2039	lestragdiesdeso00tourgoog_0138	pers.author
Tauric Chersonese	http://www.wikidata.org/entity/Q638445	cu31924087948174_0058	loc
Tauride	http://www.wikidata.org/entity/Q1761310	lestragdiesdeso00tourgoog_0069	loc
Taygetos	http://www.wikidata.org/entity/Q515809	Wecklein1894_0016	loc
Te- lamon	http://www.wikidata.org/entity/Q331327	sophokle1v3soph_0063	pers.myth
Tec- messa	http://www.wikidata.org/entity/Q10796858	cu31924087948174_0061, cu31924087948174_0071, cu31924087948174_0079, cu31924087948174_0100	pers.myth
Tec- messe	http://www.wikidata.org/entity/Q10796858	lestragdiesdeso00tourgoog_0082, lestragdiesdeso00tourgoog_0098, lestragdiesdeso00tourgoog_0121	pers.myth
Tecmesa	http://www.wikidata.org/entity/Q10796858	sophoclesplaysa05campgoog_0147	pers.myth
Tecmessa	http://www.wikidata.org/entity/Q10796858	Wecklein1894_0037, cu31924087948174_0035, cu31924087948174_0037, cu31924087948174_0038, cu31924087948174_0039, cu31924087948174_0046, cu31924087948174_0054, cu31924087948174_0061, cu31924087948174_0062, cu31924087948174_0063, cu31924087948174_0065, cu31924087948174_0066, cu31924087948174_0067, cu31924087948174_0070, cu31924087948174_0071, cu31924087948174_0073, cu31924087948174_0074, cu31924087948174_0083, cu31924087948174_0084, cu31924087948174_0085, cu31924087948174_0086, cu31924087948174_0096, cu31924087948174_0108, cu31924087948174_0116, cu31924087948174_0117, cu31924087948174_0118, cu31924087948174_0119, cu31924087948174_0145, sophoclesplaysa05campgoog_0097, sophoclesplaysa05campgoog_0146	pers.myth
Tecmesse	http://www.wikidata.org/entity/Q10796858	lestragdiesdeso00tourgoog_0077, lestragdiesdeso00tourgoog_0082, lestragdiesdeso00tourgoog_0083	pers.myth
Teiresias	http://www.wikidata.org/entity/Q656881	cu31924087948174_0039	pers.myth
Tek- messa	http://www.wikidata.org/entity/Q10796858	sophokle1v3soph_0072, sophokle1v3soph_0075, sophokle1v3soph_0082, sophokle1v3soph_0089	pers.myth
Tekm.	http://www.wikidata.org/entity/Q10796858	sophokle1v3soph_0068, sophokle1v3soph_0083	pers.myth
Tekmessa	http://www.wikidata.org/entity/Q10796858	sophokle1v3soph_0063, sophokle1v3soph_0066, sophokle1v3soph_0067, sophokle1v3soph_0068, sophokle1v3soph_0073, sophokle1v3soph_0074, sophokle1v3soph_0075, sophokle1v3soph_0082, sophokle1v3soph_0085, sophokle1v3soph_0089, sophokle1v3soph_0093, sophokle1v3soph_0114, sophokle1v3soph_0117	pers.myth
Tekmeſſa	http://www.wikidata.org/entity/Q10796858	Wecklein1894_0007, Wecklein1894_0030, Wecklein1894_0034, Wecklein1894_0035, Wecklein1894_0036, Wecklein1894_0039, Wecklein1894_0040, Wecklein1894_0042, Wecklein1894_0049, Wecklein1894_0050, Wecklein1894_0051, Wecklein1894_0052, Wecklein1894_0053, Wecklein1894_0055, Wecklein1894_0056, Wecklein1894_0060, Wecklein1894_0063	pers.myth
Telamon	http://www.wikidata.org/entity/Q331327	Wecklein1894_0006, Wecklein1894_0007, Wecklein1894_0030, Wecklein1894_0046, Wecklein1894_0060, sophokle1v3soph_0017, sophokle1v3soph_0057, sophokle1v3soph_0077, sophokle1v3soph_0079, sophokle1v3soph_0118, cu31924087948174_0037, cu31924087948174_0038, cu31924087948174_0071, cu31924087948174_0079, cu31924087948174_0081	pers.myth
Temple of Venus Genetrix	http://www.wikidata.org/entity/Q2459870	sophoclesplaysa05campgoog_0147	loc
Tencer	http://www.wikidata.org/entity/Q878184	lestragdiesdeso00tourgoog_0147	pers.myth
Tennyson	http://www.wikidata.org/entity/Q173869	cu31924087948174_0079	pers.author
Ter.	http://www.wikidata.org/entity/Q172048	sophoclesplaysa05campgoog_0146	pers.author
Terent.	http://www.wikidata.org/entity/Q172048	sophokle1v3soph_0122	pers.author
Teu- cer	http://www.wikidata.org/entity/Q878184	lestragdiesdeso00tourgoog_0098, lestragdiesdeso00tourgoog_0137	pers.myth
Teu- kros	http://www.wikidata.org/entity/Q878184	sophokle1v3soph_0125, sophokle1v3soph_0143	pers.myth
Teubner	http://www.wikidata.org/entity/Q216319	lestragdiesdeso00tourgoog_0068	pers.other
Teucer	http://www.wikidata.org/entity/Q878184	cu31924087948174_0011, cu31924087948174_0037, cu31924087948174_0038, cu31924087948174_0039, cu31924087948174_0040, cu31924087948174_0071, cu31924087948174_0088, cu31924087948174_0108, cu31924087948174_0117, cu31924087948174_0119, cu31924087948174_0145, sophoclesplaysa05campgoog_0146, sophoclesplaysa05campgoog_0291, lestragdiesdeso00tourgoog_0089, lestragdiesdeso00tourgoog_0098, lestragdiesdeso00tourgoog_0115, lestragdiesdeso00tourgoog_0129, lestragdiesdeso00tourgoog_0133, lestragdiesdeso00tourgoog_0137, lestragdiesdeso00tourgoog_0144, lestragdiesdeso00tourgoog_0155	pers.myth
Teukros	http://www.wikidata.org/entity/Q878184	Wecklein1894_0006, Wecklein1894_0039, Wecklein1894_0082, Wecklein1894_0096, sophokle1v3soph_0079, sophokle1v3soph_0083, sophokle1v3soph_0116, sophokle1v3soph_0117, sophokle1v3soph_0118, sophokle1v3soph_0125, sophokle1v3soph_0138	pers.myth
Th.	http://www.wikidata.org/entity/Q506546	sophoclesplaysa05campgoog_0104	work.primlit
Theb.	http://www.wikidata.org/entity/Q506546	sophoclesplaysa05campgoog_0100, sophoclesplaysa05campgoog_0288	work.primlit
Thebes	http://www.wikidata.org/entity/Q11225429	cu31924087948174_0056, sophoclesplaysa05campgoog_0102	loc
Theo- dectes	http://www.wikidata.org/entity/Q2362087	cu31924087948174_0040	pers.author
Theog.	http://www.wikidata.org/entity/Q156498	cu31924087948174_0059	work.primlit
Theogn.	http://www.wikidata.org/entity/Q156498	Wecklein1894_0032	work.primlit
Theogn.	http://www.wikidata.org/entity/Q336115	sophokle1v3soph_0200	work.primlit
Theognis	http://www.wikidata.org/entity/Q88486253	sophokle1v3soph_0065	pers.author
Theokr.	http://www.wikidata.org/entity/Q219484	Wecklein1894_0064	pers.author
Theophrast.	http://www.wikidata.org/entity/Q160362	lestragdiesdeso00tourgoog_0075	pers.author
Theseus	http://www.wikidata.org/entity/Q1320718	sophokle1v3soph_0089	pers.myth
Thesmophoriazusæ	http://www.wikidata.org/entity/Q761731	lestragdiesdeso00tourgoog_0138	work.primlit
